Id,Sample #,Time,parent,voltage [V],temp [C],light,adc2 [V],adc3 [V],adc4 [V],adc5 [V],adc6 [V]
40,,9/24/2015 6:58:01 AM,20,2.7707,31.739,796,1.2052,0.70147,0.57147,0.65814,0.74481
3,,9/24/2015 6:58:02 AM,0,2.9889,29.738,743,2.0043,1.8757,1.8115,1.0693,0.66323
20,,9/24/2015 6:58:06 AM,11,2.9398,29.137,27,0.42531,0.56037,0.5575,0.94257,1.0575
54,,9/24/2015 6:58:17 AM,0,2.3946,-273.15,732,0.92224,0.99949,0.88245,0.92458,0.96906
255,,9/24/2015 6:58:22 AM,0,2.9261,29.824,369,0.91815,1.1842,1.1069,0.93531,0.78943
10,,9/24/2015 6:58:41 AM,0,2.8398,29.738,708,1.2186,0.74951,0.50522,0.53853,0.58295
13,,9/24/2015 6:58:43 AM,0,3.0397,25.768,598,0.96272,0.53781,0.48433,0.49919,0.51999
11,,9/24/2015 6:58:43 AM,0,3.0323,27.273,408,0.96928,0.54837,0.50687,0.5454,0.57208
24,,9/24/2015 6:58:46 AM,10,2.9467,29.223,60,0.39174,0.43207,0.45511,0.47528,0.51848
53,,9/24/2015 6:58:49 AM,24,2.8527,23.867,722,1.1684,0.64138,0.50195,0.62186,0.77244
40,,9/24/2015 6:58:56 AM,20,2.7707,31.739,799,1.2107,0.71231,0.5796,0.66627,0.74481
3,,9/24/2015 6:59:00 AM,0,2.9889,29.738,744,2.0072,1.8787,1.8115,1.0723,0.66323
20,,9/24/2015 6:59:05 AM,11,2.9398,29.223,27,0.42243,0.55462,0.5575,0.94257,1.0546
54,,9/24/2015 6:59:16 AM,0,2.39,-273.15,733,0.91815,0.99758,0.87843,0.92048,0.96254
255,,9/24/2015 6:59:21 AM,0,2.9261,29.824,373,0.93245,1.1842,1.1012,0.93245,0.77799
10,,9/24/2015 6:59:40 AM,0,2.8398,29.824,709,1.2186,0.74951,0.50522,0.53853,0.58295
13,,9/24/2015 6:59:41 AM,0,3.0105,25.768,626,1.0005,0.56207,0.47673,0.49144,0.51499
11,,9/24/2015 6:59:41 AM,0,3.0323,27.273,412,0.97521,0.55133,0.50983,0.5454,0.57208
24,,9/24/2015 6:59:43 AM,10,2.9467,29.223,61,0.39174,0.43207,0.45223,0.47528,0.51848
53,,9/24/2015 6:59:47 AM,24,2.8593,24.196,709,1.1599,0.62048,0.4975,0.6121,0.76303
40,,9/24/2015 6:59:54 AM,20,2.7707,31.739,798,1.2377,0.72856,0.59043,0.66356,0.7421
3,,9/24/2015 6:59:59 AM,0,2.9889,29.738,743,2.0043,1.8757,1.8115,1.0752,0.66907
20,,9/24/2015 7:00:04 AM,11,2.9398,29.223,28,0.42243,0.55462,0.5575,0.94832,1.0575
54,,9/24/2015 7:00:19 AM,0,2.39,-273.15,736,0.92048,0.99992,0.88077,0.92048,0.96254
255,,9/24/2015 7:00:19 AM,0,2.9261,29.824,377,0.92959,1.1842,1.1012,0.93245,0.78657
10,,9/24/2015 7:00:39 AM,0,2.8398,29.824,705,1.2242,0.74951,0.508,0.54131,0.58295
13,,9/24/2015 7:00:40 AM,0,3.0397,25.685,616,0.98649,0.54079,0.48136,0.49622,0.49622
11,,9/24/2015 7:00:40 AM,0,3.0323,27.273,415,0.96928,0.5454,0.50094,0.53948,0.55133
24,,9/24/2015 7:00:42 AM,10,2.9398,29.223,62,0.39082,0.42818,0.45117,0.47129,0.52014
53,,9/24/2015 7:00:46 AM,24,2.8527,24.526,716,1.1601,0.62744,0.49637,0.61349,0.71946
40,,9/24/2015 7:00:53 AM,20,2.7707,31.827,796,1.254,0.75835,0.60939,0.66627,0.74752
3,,9/24/2015 7:00:56 AM,0,2.9889,29.738,740,2.0014,1.8699,1.8056,1.0693,0.66031
20,,9/24/2015 7:01:03 AM,11,2.9398,29.223,28,0.42243,0.55462,0.56037,0.95407,1.069
54,,9/24/2015 7:01:13 AM,0,2.39,-273.15,732,0.91815,0.99992,0.87843,0.91815,0.9602
255,,9/24/2015 7:01:17 AM,0,2.9261,29.91,383,0.94103,1.1842,1.0983,0.92673,0.78371
10,,9/24/2015 7:01:38 AM,0,2.8398,29.824,710,1.2297,0.75506,0.51078,0.54131,0.58573
11,,9/24/2015 7:01:38 AM,0,3.0323,27.273,420,0.96928,0.54837,0.50687,0.54244,0.56912
13,,9/24/2015 7:01:39 AM,0,3.0397,25.685,617,0.98946,0.54079,0.48136,0.49919,0.51404
24,,9/24/2015 7:01:41 AM,10,2.9467,29.223,65,0.39462,0.42919,0.45223,0.47528,0.52136
53,,9/24/2015 7:01:45 AM,24,2.8527,24.032,720,1.1517,0.60513,0.48801,0.56887,0.72504
40,,9/24/2015 7:01:50 AM,20,2.7707,31.827,798,1.2648,0.76377,0.61481,0.66627,0.74481
3,,9/24/2015 7:01:56 AM,0,2.9889,29.738,742,2.0072,1.8757,1.8085,1.0723,0.66323
20,,9/24/2015 7:02:00 AM,11,2.9398,29.223,30,0.42531,0.55462,0.56037,0.95407,1.0661
54,,9/24/2015 7:02:12 AM,0,2.39,-273.15,733,0.91815,0.99992,0.88077,0.92048,0.9602
255,,9/24/2015 7:02:17 AM,0,2.9261,29.91,391,0.95247,1.187,1.0983,0.92673,0.78371
10,,9/24/2015 7:02:35 AM,0,2.8398,29.824,710,1.2214,0.75228,0.508,0.54131,0.58295
11,,9/24/2015 7:02:37 AM,0,3.0323,27.273,431,0.98113,0.54837,0.50391,0.54244,0.57505
13,,9/24/2015 7:02:38 AM,0,3.0397,25.685,640,1.0281,0.5497,0.48433,0.49919,0.51701
24,,9/24/2015 7:02:40 AM,10,2.9467,29.308,70,0.40038,0.42919,0.45223,0.47528,0.51848
53,,9/24/2015 7:02:48 AM,24,2.8593,23.21,723,1.1571,0.6093,0.48912,0.54781,0.7239
40,,9/24/2015 7:02:51 AM,20,2.7707,31.827,800,1.2513,0.75835,0.6121,0.6771,0.74752
3,,9/24/2015 7:02:54 AM,0,2.9889,29.738,744,2.0072,1.8787,1.8115,1.0723,0.66031
20,,9/24/2015 7:02:59 AM,11,2.9398,29.223,31,0.42818,0.56037,0.56324,0.95694,1.069
54,,9/24/2015 7:03:10 AM,0,2.39,-273.15,737,0.92048,0.99992,0.87843,0.91815,0.95786
255,,9/24/2015 7:03:15 AM,0,2.9261,29.91,399,0.94389,1.1699,1.0697,0.88668,0.75511
11,,9/24/2015 7:03:35 AM,0,3.0323,27.273,443,1.0019,0.5543,0.50391,0.54244,0.57208
13,,9/24/2015 7:03:35 AM,0,3.0397,25.685,620,0.99243,0.54079,0.48136,0.49622,0.51404
10,,9/24/2015 7:03:36 AM,0,2.8398,29.824,706,1.2242,0.74951,0.50522,0.53853,0.58017
24,,9/24/2015 7:03:38 AM,10,2.9467,29.308,72,0.39462,0.43207,0.45223,0.47528,0.51848
53,,9/24/2015 7:03:43 AM,24,2.8527,22.636,730,1.1573,0.6107,0.49358,0.54935,0.7334
40,,9/24/2015 7:03:49 AM,20,2.7707,31.827,800,1.2296,0.72856,0.59043,0.66627,0.7421
3,,9/24/2015 7:03:52 AM,0,2.9889,29.738,741,2.0014,1.864,1.8056,1.0664,0.65738
20,,9/24/2015 7:03:57 AM,11,2.9398,29.223,34,0.42818,0.56324,0.56612,0.96269,1.0748
54,,9/24/2015 7:04:09 AM,0,2.3946,-273.15,734,0.92224,1.0042,0.88245,0.9199,0.95969
255,,9/24/2015 7:04:14 AM,0,2.9261,29.91,408,0.97249,1.1842,1.0898,0.90671,0.76941
10,,9/24/2015 7:04:32 AM,0,2.8398,29.824,709,1.2242,0.75506,0.51355,0.55241,0.60238
11,,9/24/2015 7:04:33 AM,0,3.0323,27.273,458,1.0197,0.56023,0.50687,0.54244,0.57208
13,,9/24/2015 7:04:35 AM,0,3.0105,25.852,644,1.0182,0.56501,0.47379,0.48556,0.5091
24,,9/24/2015 7:04:37 AM,10,2.9467,29.308,78,0.3975,0.43207,0.45223,0.47528,0.51848
53,,9/24/2015 7:04:41 AM,24,2.8527,22.391,716,1.1517,0.6107,0.49358,0.56051,0.74177
40,,9/24/2015 7:04:47 AM,20,2.7707,31.827,799,1.2107,0.72314,0.58231,0.66627,0.74481
3,,9/24/2015 7:04:51 AM,0,2.9889,29.738,747,2.0101,1.8787,1.8144,1.0723,0.66323
20,,9/24/2015 7:04:56 AM,11,2.9398,29.223,37,0.42818,0.5575,0.56612,0.96269,1.0748
54,,9/24/2015 7:05:08 AM,0,2.3946,-273.15,739,0.92458,1.0065,0.88245,0.91756,0.95735
255,,9/24/2015 7:05:11 AM,0,2.9261,29.91,418,0.96963,1.1784,1.0726,0.88382,0.75225
10,,9/24/2015 7:05:31 AM,0,2.8398,29.824,711,1.2214,0.74951,0.50522,0.53576,0.58295
13,,9/24/2015 7:05:32 AM,0,3.0397,25.685,664,1.0637,0.55861,0.4873,0.49919,0.51404
11,,9/24/2015 7:05:33 AM,0,3.0323,27.273,467,1.0167,0.56319,0.50687,0.5454,0.57208
24,,9/24/2015 7:05:35 AM,10,2.9467,29.308,79,0.40038,0.43207,0.45511,0.47816,0.51848
53,,9/24/2015 7:05:42 AM,24,2.8527,22.063,733,1.1573,0.61349,0.49358,0.54099,0.7334
40,,9/24/2015 7:05:46 AM,20,2.7707,31.739,800,1.1917,0.7096,0.57147,0.66627,0.74481
3,,9/24/2015 7:05:50 AM,0,2.9889,29.738,746,2.0101,1.8816,1.8173,1.0752,0.66031
20,,9/24/2015 7:05:56 AM,11,2.9398,29.223,38,0.42818,0.55462,0.56324,0.95694,1.0719
54,,9/24/2015 7:06:06 AM,0,2.39,-273.15,738,0.92048,1.0023,0.87843,0.91581,0.95319
255,,9/24/2015 7:06:10 AM,0,2.9261,29.91,419,0.99251,1.1927,1.0926,0.90957,0.76941
10,,9/24/2015 7:06:30 AM,0,2.8398,29.824,711,1.2214,0.75228,0.50522,0.53853,0.58017
13,,9/24/2015 7:06:31 AM,0,3.0397,25.685,670,1.0756,0.5705,0.4873,0.50216,0.51999
11,,9/24/2015 7:06:32 AM,0,3.0323,27.273,467,1.0108,0.55726,0.50687,0.54244,0.57801
24,,9/24/2015 7:06:35 AM,10,2.9467,29.308,79,0.40038,0.43207,0.45511,0.47528,0.51848
53,,9/24/2015 7:06:38 AM,24,2.8527,22.145,718,1.1545,0.61628,0.49637,0.5633,0.75013
40,,9/24/2015 7:06:46 AM,20,2.7707,31.739,800,1.1782,0.69064,0.56876,0.66356,0.74481
3,,9/24/2015 7:06:48 AM,0,2.9889,29.738,745,2.0072,1.8757,1.8115,1.0723,0.66323
20,,9/24/2015 7:06:54 AM,11,2.9398,29.223,37,0.43105,0.56037,0.56612,0.95694,1.0661
54,,9/24/2015 7:07:05 AM,0,2.39,-273.15,739,0.92048,1.0023,0.88077,0.91581,0.95319
255,,9/24/2015 7:07:09 AM,0,2.9261,29.91,418,0.98679,1.187,1.0898,0.90671,0.76941
11,,9/24/2015 7:07:29 AM,0,3.0323,27.189,465,1.0108,0.55726,0.50687,0.54244,0.57208
13,,9/24/2015 7:07:29 AM,0,3.0105,25.768,672,1.0594,0.57973,0.47084,0.48556,0.50321
10,,9/24/2015 7:07:30 AM,0,2.8398,29.824,709,1.2214,0.75228,0.50522,0.53853,0.58017
24,,9/24/2015 7:07:33 AM,10,2.9467,29.308,78,0.3975,0.43207,0.45223,0.47528,0.5156
53,,9/24/2015 7:07:36 AM,24,2.8527,22.063,724,1.1656,0.62744,0.49916,0.56051,0.75013
40,,9/24/2015 7:07:42 AM,20,2.7707,31.651,800,1.17,0.6771,0.55522,0.65814,0.74481
3,,9/24/2015 7:07:47 AM,0,2.9889,29.738,743,2.0072,1.8787,1.8115,1.0752,0.66323
20,,9/24/2015 7:07:52 AM,11,2.9398,29.223,36,0.42531,0.55462,0.56324,0.95119,1.0661
54,,9/24/2015 7:08:04 AM,0,2.3946,-273.15,738,0.9199,1.0042,0.88245,0.91756,0.95501
255,,9/24/2015 7:08:08 AM,0,2.9261,29.91,418,0.99537,1.1956,1.0983,0.92101,0.77513
10,,9/24/2015 7:08:27 AM,0,2.8398,29.824,709,1.2242,0.75506,0.51078,0.54131,0.58573
13,,9/24/2015 7:08:29 AM,0,3.0397,25.685,646,1.034,0.5497,0.48433,0.49919,0.51701
11,,9/24/2015 7:08:29 AM,0,3.0323,27.189,461,1.0048,0.56023,0.50687,0.5454,0.57505
24,,9/24/2015 7:08:31 AM,10,2.9398,29.308,76,0.40519,0.43105,0.45117,0.47416,0.51439
53,,9/24/2015 7:08:35 AM,24,2.8527,21.9,720,1.1545,0.61907,0.49358,0.55214,0.74734
40,,9/24/2015 7:08:42 AM,20,2.7707,31.651,798,1.1592,0.66897,0.5471,0.65543,0.7421
3,,9/24/2015 7:08:45 AM,0,2.9889,29.738,745,2.0101,1.8787,1.8144,1.0752,0.66907
20,,9/24/2015 7:08:51 AM,11,2.9398,29.223,35,0.42531,0.55462,0.56612,0.95982,1.069
54,,9/24/2015 7:09:02 AM,0,2.39,-273.15,733,0.91114,0.99758,0.87609,0.91114,0.94852
255,,9/24/2015 7:09:07 AM,0,2.9261,29.91,417,1.0011,1.1985,1.1041,0.92387,0.77799
13,,9/24/2015 7:09:27 AM,0,3.0397,25.685,630,1.0132,0.54376,0.48136,0.49919,0.51404
10,,9/24/2015 7:09:27 AM,0,2.8398,29.824,710,1.2242,0.75506,0.508,0.53853,0.58295
11,,9/24/2015 7:09:27 AM,0,3.0323,27.189,459,0.99596,0.55726,0.50687,0.54244,0.57208
24,,9/24/2015 7:09:30 AM,10,2.9467,29.308,76,0.40614,0.43207,0.45223,0.47528,0.5156
53,,9/24/2015 7:09:33 AM,24,2.8463,21.573,724,1.1519,0.61766,0.48968,0.53976,0.74286
40,,9/24/2015 7:09:40 AM,20,2.7707,31.651,800,1.1646,0.66627,0.54439,0.65272,0.7421
3,,9/24/2015 7:09:44 AM,0,2.9889,29.738,746,2.0189,1.8874,1.8231,1.081,0.66615
20,,9/24/2015 7:09:50 AM,11,2.9398,29.223,35,0.42818,0.55462,0.56612,0.95694,1.0719
54,,9/24/2015 7:10:03 AM,0,2.39,-273.15,735,0.91347,0.99992,0.87843,0.91347,0.95085
255,,9/24/2015 7:10:07 AM,0,2.9261,29.824,416,0.98965,1.2013,1.1012,0.91529,0.76941
11,,9/24/2015 7:10:25 AM,0,3.0323,27.189,457,0.99003,0.55133,0.50391,0.53948,0.57208
10,,9/24/2015 7:10:25 AM,0,2.8398,29.824,711,1.2325,0.76339,0.51633,0.54964,0.59128
13,,9/24/2015 7:10:26 AM,0,3.0105,25.685,661,1.0417,0.54736,0.47379,0.48262,0.50616
24,,9/24/2015 7:10:28 AM,10,2.9467,29.308,75,0.40614,0.43207,0.45223,0.47528,0.51272
53,,9/24/2015 7:10:33 AM,24,2.8463,21.736,733,1.1769,0.62044,0.48968,0.54254,0.74565
40,,9/24/2015 7:10:41 AM,20,2.7707,31.563,801,1.1592,0.66085,0.54168,0.64731,0.7421
3,,9/24/2015 7:10:43 AM,0,2.9889,29.738,742,2.0072,1.8787,1.8144,1.0781,0.66615
20,,9/24/2015 7:10:49 AM,11,2.9398,29.223,34,0.42531,0.5575,0.56612,0.95694,1.069
54,,9/24/2015 7:10:59 AM,0,2.39,-273.15,731,0.90647,0.99758,0.87843,0.91114,0.94852
255,,9/24/2015 7:11:03 AM,0,2.9261,29.91,411,0.98965,1.1927,1.1041,0.92387,0.78085
10,,9/24/2015 7:11:23 AM,0,2.8398,29.824,710,1.2297,0.75784,0.51078,0.54131,0.58573
13,,9/24/2015 7:11:24 AM,0,3.0397,25.768,658,1.0548,0.55861,0.48433,0.49919,0.51999
11,,9/24/2015 7:11:24 AM,0,3.0323,27.189,464,1.0019,0.55726,0.50983,0.5454,0.57505
24,,9/24/2015 7:11:27 AM,10,2.9398,29.308,74,0.40519,0.43105,0.45404,0.47416,0.51439
53,,9/24/2015 7:11:30 AM,24,2.8527,21.736,736,1.1796,0.62186,0.49079,0.53541,0.74177
40,,9/24/2015 7:11:37 AM,20,2.7707,31.563,799,1.1484,0.64731,0.53355,0.64731,0.7421
3,,9/24/2015 7:11:41 AM,0,2.9889,29.738,746,2.0218,1.8874,1.8231,1.084,0.66907
20,,9/24/2015 7:11:47 AM,11,2.9398,29.223,35,0.42818,0.55462,0.56612,0.95407,1.0633
54,,9/24/2015 7:11:58 AM,0,2.39,-273.15,737,0.91114,0.99992,0.87843,0.91114,0.94618
255,,9/24/2015 7:12:02 AM,0,2.9261,29.91,426,1.0183,1.2013,1.1069,0.92673,0.78085
10,,9/24/2015 7:12:21 AM,0,2.8398,29.824,712,1.2325,0.76061,0.51355,0.54409,0.58573
13,,9/24/2015 7:12:22 AM,0,3.0397,25.685,679,1.0935,0.57347,0.49027,0.50216,0.52296
11,,9/24/2015 7:12:22 AM,0,3.0323,27.189,477,1.0137,0.56023,0.50983,0.5454,0.57505
24,,9/24/2015 7:12:25 AM,10,2.9467,29.308,81,0.3975,0.42919,0.45223,0.4724,0.51272
53,,9/24/2015 7:12:29 AM,24,2.8463,21.736,732,1.1519,0.61488,0.48133,0.52863,0.7373
40,,9/24/2015 7:12:36 AM,20,2.7707,31.563,798,1.1429,0.6446,0.53085,0.65272,0.74481
3,,9/24/2015 7:12:40 AM,0,2.9889,29.738,748,2.0247,1.8933,1.8261,1.084,0.67199
20,,9/24/2015 7:12:46 AM,11,2.9398,29.223,38,0.42818,0.5575,0.56612,0.95694,1.069
54,,9/24/2015 7:12:56 AM,0,2.39,-273.15,912,1.077,1.1167,0.9345,0.93917,0.9602
255,,9/24/2015 7:13:01 AM,0,2.9261,29.91,435,1.044,1.2156,1.1155,0.93531,0.78657
10,,9/24/2015 7:13:20 AM,0,2.8398,29.824,710,1.2325,0.76061,0.51355,0.54409,0.58573
11,,9/24/2015 7:13:21 AM,0,2.9747,27.105,490,1.0061,0.54086,0.49433,0.51469,0.54667
13,,9/24/2015 7:13:22 AM,0,3.0397,25.685,663,1.0697,0.5705,0.49324,0.50513,0.5289
24,,9/24/2015 7:13:24 AM,10,2.9467,29.308,84,0.40038,0.43207,0.45223,0.47528,0.5156
53,,9/24/2015 7:13:28 AM,24,2.8463,21.573,732,1.1686,0.62601,0.48968,0.53141,0.74286
40,,9/24/2015 7:13:35 AM,20,2.7707,31.475,803,1.1484,0.64189,0.53085,0.64189,0.74481
3,,9/24/2015 7:13:38 AM,0,2.9889,29.738,746,2.0218,1.8874,1.8231,1.084,0.66907
20,,9/24/2015 7:13:43 AM,11,2.9398,29.223,42,0.43105,0.55462,0.56324,0.94832,1.0546
54,,9/24/2015 7:13:55 AM,0,2.39,-273.15,728,0.90179,0.99291,0.87609,0.9088,0.94385
255,,9/24/2015 7:13:59 AM,0,2.9261,29.824,448,1.0469,1.2099,1.1041,0.92101,0.77513
10,,9/24/2015 7:14:19 AM,0,2.8398,29.738,706,1.2409,0.77172,0.52743,0.56074,0.60238
13,,9/24/2015 7:14:20 AM,0,3.0397,25.768,683,1.0964,0.57644,0.4873,0.50216,0.51701
11,,9/24/2015 7:14:20 AM,0,3.0323,27.189,571,1.1797,0.62544,0.5128,0.54244,0.57208
24,,9/24/2015 7:14:22 AM,10,2.9467,29.308,87,0.40038,0.43207,0.45223,0.47528,0.5156
53,,9/24/2015 7:14:27 AM,24,2.8527,21.736,739,1.1907,0.63859,0.49916,0.55214,0.76129
40,,9/24/2015 7:14:34 AM,20,2.7707,31.475,801,1.1429,0.64731,0.53085,0.6446,0.74752
20,,9/24/2015 7:14:43 AM,11,2.9398,29.223,42,0.43105,0.55462,0.56612,0.95119,1.0575
54,,9/24/2015 7:14:54 AM,0,2.39,-273.15,728,0.90179,0.99291,0.87376,0.90647,0.94385
255,,9/24/2015 7:14:58 AM,0,2.9261,29.824,455,1.0211,1.1842,1.0669,0.86952,0.73795
10,,9/24/2015 7:15:18 AM,0,2.8398,29.738,712,1.2353,0.76061,0.51355,0.54409,0.5885
13,,9/24/2015 7:15:18 AM,0,3.0105,25.935,701,1.1124,0.60915,0.47673,0.4885,0.50027
11,,9/24/2015 7:15:19 AM,0,3.0323,27.189,580,1.3131,0.68768,0.52762,0.54837,0.57505
24,,9/24/2015 7:15:22 AM,10,2.9398,29.308,92,0.40232,0.43105,0.45117,0.47416,0.51152
53,,9/24/2015 7:15:24 AM,24,2.8463,22.391,737,1.1964,0.63714,0.48968,0.57315,0.75399
40,,9/24/2015 7:15:32 AM,20,2.7707,31.475,799,1.1457,0.64189,0.52814,0.64731,0.75023
3,,9/24/2015 7:15:36 AM,0,2.9889,29.738,748,2.0218,1.8845,1.8202,1.081,0.66615
20,,9/24/2015 7:15:41 AM,11,2.9398,29.223,45,0.43105,0.55462,0.56899,0.95694,1.0661
54,,9/24/2015 7:15:52 AM,0,2.39,-273.15,734,0.91114,1.0023,0.87843,0.9088,0.94385
255,,9/24/2015 7:15:57 AM,0,2.9261,29.824,461,0.99823,1.1555,1.0268,0.8209,0.70363
10,,9/24/2015 7:16:16 AM,0,2.8398,29.738,715,1.2381,0.76339,0.51355,0.54409,0.58573
11,,9/24/2015 7:16:17 AM,0,3.0323,27.273,517,1.3042,0.67879,0.52466,0.54837,0.57505
13,,9/24/2015 7:16:18 AM,0,3.0397,26.018,719,1.1648,0.6121,0.49622,0.5081,0.5289
24,,9/24/2015 7:16:19 AM,10,2.9467,29.308,98,0.40614,0.43207,0.45223,0.47528,0.51272
53,,9/24/2015 7:16:23 AM,24,2.8527,22.964,731,1.1824,0.63859,0.49916,0.58003,0.75292
40,,9/24/2015 7:16:30 AM,20,2.7707,31.563,800,1.1484,0.6446,0.53626,0.64731,0.74752
3,,9/24/2015 7:16:34 AM,0,2.9889,29.738,749,2.0247,1.8845,1.8202,1.081,0.66615
20,,9/24/2015 7:16:40 AM,11,2.9398,29.223,48,0.43393,0.55462,0.56612,0.95407,1.0633
54,,9/24/2015 7:16:51 AM,0,2.39,-273.15,734,0.91347,1.0023,0.87609,0.90647,0.94151
255,,9/24/2015 7:16:55 AM,0,2.9261,29.824,467,1.0583,1.1956,1.0726,0.87238,0.74081
10,,9/24/2015 7:17:15 AM,0,2.8398,29.738,713,1.2325,0.75784,0.508,0.53853,0.58295
13,,9/24/2015 7:17:15 AM,0,3.0397,25.935,693,1.1172,0.58833,0.49324,0.50513,0.52593
11,,9/24/2015 7:17:16 AM,0,3.0323,27.357,520,1.322,0.68768,0.52762,0.55133,0.57505
24,,9/24/2015 7:17:18 AM,10,2.9398,29.308,99,0.40519,0.43105,0.45117,0.47416,0.51727
53,,9/24/2015 7:17:22 AM,24,2.8527,23.456,732,1.1907,0.63859,0.49916,0.58282,0.74734
40,,9/24/2015 7:17:29 AM,20,2.7707,31.563,798,1.1538,0.65543,0.53897,0.65272,0.73939
3,,9/24/2015 7:17:33 AM,0,2.9889,29.738,749,2.0189,1.8787,1.8144,1.0781,0.66907
20,,9/24/2015 7:17:37 AM,11,2.9398,29.223,50,0.43968,0.5575,0.56899,0.95694,1.069
54,,9/24/2015 7:17:50 AM,0,2.39,-273.15,733,0.91347,0.99992,0.87609,0.90413,0.93917
255,,9/24/2015 7:17:54 AM,0,2.9261,29.824,471,1.044,1.1842,1.0554,0.85522,0.72365
13,,9/24/2015 7:18:14 AM,0,3.0397,25.852,709,1.138,0.5913,0.49027,0.49919,0.51404
11,,9/24/2015 7:18:14 AM,0,3.0323,27.357,521,1.3072,0.67879,0.52466,0.5454,0.57208
10,,9/24/2015 7:18:15 AM,0,2.8398,29.738,714,1.2325,0.75784,0.508,0.53576,0.58017
24,,9/24/2015 7:18:17 AM,10,2.9398,29.308,98,0.40807,0.43393,0.45404,0.47703,0.51439
53,,9/24/2015 7:18:20 AM,24,2.8527,23.785,726,1.1824,0.62186,0.49916,0.58839,0.74456
40,,9/24/2015 7:18:29 AM,20,2.7707,31.651,795,1.1673,0.67168,0.5471,0.65543,0.74481
3,,9/24/2015 7:18:31 AM,0,2.9889,29.738,747,2.0101,1.8757,1.8115,1.0723,0.66031
20,,9/24/2015 7:18:37 AM,11,2.9398,29.223,48,0.43393,0.55462,0.56612,0.95407,1.0633
54,,9/24/2015 7:18:48 AM,0,2.39,-273.15,734,0.91581,1.0023,0.87609,0.90413,0.93917
255,,9/24/2015 7:18:52 AM,0,2.9261,29.824,471,1.0812,1.2128,1.0898,0.8924,0.74081
10,,9/24/2015 7:19:12 AM,0,2.8398,29.738,711,1.2242,0.75228,0.50522,0.53576,0.57462
13,,9/24/2015 7:19:13 AM,0,3.0397,25.768,699,1.1232,0.58536,0.49027,0.49919,0.51701
11,,9/24/2015 7:19:13 AM,0,3.0323,27.273,520,1.2805,0.66693,0.51873,0.5454,0.57208
24,,9/24/2015 7:19:15 AM,10,2.9398,29.308,98,0.40519,0.43105,0.45404,0.47416,0.51439
53,,9/24/2015 7:19:20 AM,24,2.8527,24.114,729,1.1796,0.62465,0.49916,0.59118,0.74456
40,,9/24/2015 7:19:26 AM,20,2.7707,31.651,796,1.1809,0.68252,0.56335,0.65543,0.74481
3,,9/24/2015 7:19:30 AM,0,2.9889,29.738,746,2.0101,1.8728,1.8085,1.0723,0.66323
20,,9/24/2015 7:19:36 AM,11,2.9398,29.223,48,0.43968,0.56037,0.56612,0.95982,1.0661
54,,9/24/2015 7:19:47 AM,0,2.39,-273.15,732,0.91347,1.0023,0.87376,0.90413,0.93917
255,,9/24/2015 7:19:51 AM,0,2.9261,29.824,471,1.0783,1.2099,1.0898,0.8924,0.75511
10,,9/24/2015 7:20:10 AM,0,2.8398,29.738,708,1.2186,0.75228,0.50245,0.53298,0.58017
13,,9/24/2015 7:20:11 AM,0,3.0397,25.768,707,1.1351,0.59724,0.49324,0.50216,0.50216
11,,9/24/2015 7:20:12 AM,0,3.0323,27.273,519,1.2716,0.66397,0.51873,0.54837,0.57208
24,,9/24/2015 7:20:14 AM,10,2.9398,29.308,98,0.40807,0.43393,0.45404,0.47703,0.51727
53,,9/24/2015 7:20:17 AM,24,2.8527,24.361,726,1.1824,0.63301,0.49637,0.58561,0.70273
40,,9/24/2015 7:20:26 AM,20,2.7707,31.739,797,1.2107,0.70689,0.5796,0.65543,0.74752
3,,9/24/2015 7:20:29 AM,0,2.9889,29.738,745,2.0043,1.864,1.8056,1.0693,0.65738
20,,9/24/2015 7:20:34 AM,11,2.9398,29.223,47,0.43393,0.5575,0.56899,0.96269,1.0719
54,,9/24/2015 7:20:46 AM,0,2.39,-273.15,731,0.91114,0.99992,0.87142,0.90179,0.93684
255,,9/24/2015 7:20:50 AM,0,2.9261,29.824,467,1.0526,1.1956,1.0697,0.87238,0.74081
10,,9/24/2015 7:21:09 AM,0,2.8398,29.738,710,1.2242,0.75506,0.50522,0.53576,0.58017
13,,9/24/2015 7:21:10 AM,0,3.0397,25.768,705,1.1321,0.5913,0.49027,0.50216,0.51404
11,,9/24/2015 7:21:10 AM,0,2.9747,27.273,514,1.2271,0.65426,0.49724,0.5205,0.53213
24,,9/24/2015 7:21:12 AM,10,2.9467,29.308,98,0.40614,0.43495,0.45511,0.47528,0.51272
53,,9/24/2015 7:21:16 AM,24,2.8593,24.609,728,1.1739,0.62328,0.49191,0.59253,0.74067
40,,9/24/2015 7:21:23 AM,20,2.7707,31.739,795,1.2323,0.72585,0.58772,0.65814,0.74752
3,,9/24/2015 7:21:27 AM,0,2.9889,29.738,743,2.0043,1.8582,1.7998,1.0664,0.65738
20,,9/24/2015 7:21:33 AM,11,2.9398,29.223,48,0.43393,0.5575,0.56899,0.95694,1.0661
54,,9/24/2015 7:21:44 AM,0,2.39,-273.15,731,0.91347,1.0023,0.87376,0.90179,0.9345
255,,9/24/2015 7:21:48 AM,0,2.9261,29.824,461,1.0669,1.207,1.0898,0.89526,0.75797
